,Unnamed: 0,Unnamed: 0.1,PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,TotRel,Died,English
392,392,392,393,0,3,"Smiljanic, Mr. Mile",male,29.69911764705882,0,0,315037,8.6625,Unknown,S,0,1,0
393,393,393,394,0,3,"Zimmerman, Mr. Leo",male,29.0,0,0,315082,7.875,Unknown,S,0,1,1
394,394,394,395,0,3,"Cacic, Miss. Marija",female,30.0,0,0,315084,8.6625,Unknown,S,0,1,1
395,395,395,396,0,3,"Calic, Mr. Petar",male,17.0,0,0,315086,8.6625,Unknown,S,0,1,0
396,396,396,397,0,3,"Dimic, Mr. Jovan",male,42.0,0,0,315088,8.6625,Unknown,S,0,1,1
397,397,397,398,0,3,"Cacic, Mr. Luka",male,38.0,0,0,315089,8.6625,Unknown,S,0,1,1
398,398,398,399,0,3,"Culumovic, Mr. Jeso",male,17.0,0,0,315090,8.6625,Unknown,S,0,1,0
399,399,399,400,0,3,"Calic, Mr. Jovo",male,17.0,0,0,315093,8.6625,Unknown,S,0,1,0
400,400,400,401,0,3,"Oreskovic, Mr. Luka",male,20.0,0,0,315094,8.6625,Unknown,S,0,1,0
401,401,401,402,0,3,"Oreskovic, Miss. Marija",female,20.0,0,0,315096,8.6625,Unknown,S,0,1,0
402,402,402,403,0,3,"Pasic, Mr. Jakob",male,21.0,0,0,315097,8.6625,Unknown,S,0,1,1
403,403,403,404,1,3,"Lulic, Mr. Nikola",male,27.0,0,0,315098,8.6625,Unknown,S,0,0,0
404,404,404,405,0,3,"Kink, Mr. Vincenz",male,26.0,2,0,315151,8.6625,Unknown,S,2,1,0
405,405,405,406,1,3,"Kink-Heilmann, Miss. Luise Gretchen",female,4.0,0,2,315153,22.025,Unknown,S,2,0,0
406,406,406,407,0,3,"Keefe, Mr. Arthur",male,29.69911764705882,0,0,323592,7.25,Unknown,S,0,1,1
407,407,407,408,0,3,"Beavan, Mr. William Thomas",male,19.0,0,0,323951,8.05,Unknown,S,0,1,1
408,408,408,409,0,3,"Barton, Mr. David John",male,22.0,0,0,324669,8.05,Unknown,S,0,1,1
409,409,409,410,0,3,"Moran, Mr. James",male,29.69911764705882,0,0,330877,8.4583,Unknown,Q,0,1,1
410,410,410,411,0,3,"O'Sullivan, Miss. Bridget Mary",female,29.69911764705882,0,0,330909,7.6292,Unknown,Q,0,1,1
411,411,411,412,1,3,"O'Leary, Miss. Hanora ""Norah""",female,29.69911764705882,0,0,330919,7.8292,Unknown,Q,0,0,1
412,412,412,413,1,3,"McGowan, Miss. Anna ""Annie""",female,15.0,0,0,330923,8.0292,Unknown,Q,0,0,1
413,413,413,414,1,3,"McGovern, Miss. Mary",female,29.69911764705882,0,0,330931,7.8792,Unknown,Q,0,0,1
414,414,414,415,1,3,"McDermott, Miss. Brigdet Delia",female,29.69911764705882,0,0,330932,7.7875,Unknown,Q,0,0,1
415,415,415,416,0,3,"Peters, Miss. Katie",female,29.69911764705882,0,0,330935,8.1375,Unknown,Q,0,1,0
416,416,416,417,1,3,"Devaney, Miss. Margaret Delia",female,19.0,0,0,330958,7.8792,Unknown,Q,0,0,1
417,417,417,418,1,3,"O'Dwyer, Miss. Ellen ""Nellie""",female,29.69911764705882,0,0,330959,7.8792,Unknown,Q,0,0,1
418,418,418,419,0,3,"O'Brien, Mr. Timothy",male,29.69911764705882,0,0,330979,7.8292,Unknown,Q,0,1,1
419,419,419,420,1,3,"Mockler, Miss. Helen Mary ""Ellie""",female,29.69911764705882,0,0,330980,7.8792,Unknown,Q,0,0,1
420,420,420,421,0,3,"O'Connell, Mr. Patrick D",male,29.69911764705882,0,0,334912,7.7333,Unknown,Q,0,1,1
421,421,421,422,0,3,"Connaghton, Mr. Michael",male,31.0,0,0,335097,7.75,Unknown,Q,0,1,1
422,422,422,423,1,3,"Glynn, Miss. Mary Agatha",female,29.69911764705882,0,0,335677,7.75,Unknown,Q,0,0,1
423,423,423,424,0,3,"Duane, Mr. Frank",male,65.0,0,0,336439,7.75,Unknown,Q,0,1,1
424,424,424,425,0,3,"Adams, Mr. John",male,26.0,0,0,341826,8.05,Unknown,S,0,1,1
425,425,425,426,0,3,"Sawyer, Mr. Frederick Charles",male,24.5,0,0,342826,8.05,Unknown,S,0,1,1
426,426,426,427,0,3,"Meek, Mrs. Thomas (Annie Louise Rowley)",female,29.69911764705882,0,0,343095,8.05,Unknown,S,0,1,1
427,427,427,428,1,3,"Salkjelsvik, Miss. Anna Kristine",female,21.0,0,0,343120,7.65,Unknown,S,0,0,0
428,428,428,429,0,3,"Celotti, Mr. Francesco",male,24.0,0,0,343275,8.05,Unknown,S,0,1,0
429,429,429,430,0,3,"Christmann, Mr. Emil",male,29.0,0,0,343276,8.05,Unknown,S,0,1,0
430,430,430,431,0,3,"Nysveen, Mr. Johan Hansen",male,61.0,0,0,345364,6.2375,Unknown,S,0,1,0
431,431,431,432,1,3,"de Messemaeker, Mrs. Guillaume Joseph (Emma)",female,36.0,1,0,345572,17.4,Unknown,S,1,0,0
432,432,432,433,0,3,"Vander Planke, Mrs. Julius (Emelia Maria Vandemoortele)",female,31.0,1,0,345763,18.0,Unknown,S,1,1,0
433,433,433,434,0,3,"Vander Planke, Miss. Augusta Maria",female,18.0,2,0,345764,18.0,Unknown,S,2,1,0
434,434,434,435,0,3,"Vander Planke, Mr. Leo Edmondus",male,16.0,2,0,345764,18.0,Unknown,S,2,1,0
435,435,435,436,0,3,"Vander Cruyssen, Mr. Victor",male,47.0,0,0,345765,9.0,Unknown,S,0,1,0
436,436,436,437,0,3,"Waelens, Mr. Achille",male,22.0,0,0,345767,9.0,Unknown,S,0,1,0
437,437,437,438,0,3,"Hampe, Mr. Leon",male,20.0,0,0,345769,9.5,Unknown,S,0,1,0
438,438,438,439,0,3,"Vande Walle, Mr. Nestor Cyriel",male,28.0,0,0,345770,9.5,Unknown,S,0,1,0
439,439,439,440,0,3,"Van Impe, Miss. Catharina",female,10.0,0,2,345773,24.15,Unknown,S,2,1,0
440,440,440,441,0,3,"Van Impe, Mr. Jean Baptiste",male,36.0,1,1,345773,24.15,Unknown,S,2,1,0
441,441,441,442,0,3,"Van Impe, Mrs. Jean Baptiste (Rosalie Paula Govaert)",female,30.0,1,1,345773,24.15,Unknown,S,2,1,0
442,442,442,443,1,3,"de Mulder, Mr. Theodore",male,30.0,0,0,345774,9.5,Unknown,S,0,0,0
443,443,443,444,0,3,"van Melkebeke, Mr. Philemon",male,29.69911764705882,0,0,345777,9.5,Unknown,S,0,1,0
444,444,444,445,0,3,"de Pelsmaeker, Mr. Alfons",male,16.0,0,0,345778,9.5,Unknown,S,0,1,0
445,445,445,446,1,3,"Sheerlinck, Mr. Jan Baptist",male,29.0,0,0,345779,9.5,Unknown,S,0,0,0
446,446,446,447,0,3,"Vande Velde, Mr. Johannes Joseph",male,33.0,0,0,345780,9.5,Unknown,S,0,1,0
447,447,447,448,0,3,"Lievens, Mr. Rene Aime",male,24.0,0,0,345781,9.5,Unknown,S,0,1,0
448,448,448,449,0,3,"Vanden Steen, Mr. Leo Peter",male,28.0,0,0,345783,9.5,Unknown,S,0,1,0
449,449,449,450,0,3,"Strom, Miss. Telma Matilda",female,2.0,0,1,347054,10.4625,G6,S,1,1,1
450,450,450,451,0,3,"Strom, Mrs. Wilhelm (Elna Matilda Persson)",female,29.0,1,1,347054,10.4625,G6,S,2,1,0
451,451,451,452,0,3,"Svensson, Mr. Johan",male,74.0,0,0,347060,7.775,Unknown,S,0,1,0
452,452,452,453,0,3,"Ekstrom, Mr. Johan",male,45.0,0,0,347061,6.975,Unknown,S,0,1,0
453,453,453,454,0,3,"Johnson, Mr. Malkolm Joackim",male,33.0,0,0,347062,7.775,Unknown,S,0,1,1
454,454,454,455,0,3,"Johansson, Mr. Karl Johan",male,31.0,0,0,347063,7.775,Unknown,S,0,1,0
455,455,455,456,0,3,"Widegren, Mr. Carl/Charles Peter",male,51.0,0,0,347064,7.75,Unknown,S,0,1,0
456,456,456,457,0,3,"Larsson, Mr. Bengt Edvin",male,29.0,0,0,347067,7.775,Unknown,S,0,1,0
457,457,457,458,0,3,"Bengtsson, Mr. John Viktor",male,26.0,0,0,347068,7.775,Unknown,S,0,1,0
458,458,458,459,0,3,"Gustafsson, Mr. Karl Gideon",male,19.0,0,0,347069,7.775,Unknown,S,0,1,0
459,459,459,460,0,3,"Lindahl, Miss. Agda Thorilda Viktoria",female,25.0,0,0,347071,7.775,Unknown,S,0,1,0
460,460,460,461,0,3,"Lindblom, Miss. Augusta Charlotta",female,45.0,0,0,347073,7.75,Unknown,S,0,1,0
461,461,461,462,0,3,"Eklund, Mr. Hans Linus",male,16.0,0,0,347074,7.775,Unknown,S,0,1,0
462,462,462,463,0,3,"Petterson, Mr. Johan Emil",male,25.0,1,0,347076,7.775,Unknown,S,1,1,0
463,463,463,464,1,3,"Asplund, Mrs. Carl Oscar (Selma Augusta Emilia Johansson)",female,38.0,1,5,347077,31.3875,Unknown,S,6,0,0
464,464,464,465,0,3,"Asplund, Master. Clarence Gustaf Hugo",male,9.0,4,2,347077,31.3875,Unknown,S,6,1,0
465,465,465,466,1,3,"Asplund, Miss. Lillian Gertrud",female,5.0,4,2,347077,31.3875,Unknown,S,6,0,0
466,466,466,467,1,3,"Asplund, Master. Edvin Rojj Felix",male,3.0,4,2,347077,31.3875,Unknown,S,6,0,0
467,467,467,468,0,3,"Myhrman, Mr. Pehr Fabian Oliver Malkolm",male,18.0,0,0,347078,7.75,Unknown,S,0,1,0
468,468,468,469,0,3,"Danbom, Mrs. Ernst Gilbert (Anna Sigrid Maria Brogren)",female,28.0,1,1,347080,14.4,Unknown,S,2,1,1
469,469,469,470,0,3,"Danbom, Mr. Ernst Gilbert",male,34.0,1,1,347080,14.4,Unknown,S,2,1,1
470,470,470,471,1,3,"Nysten, Miss. Anna Sofia",female,22.0,0,0,347081,7.75,Unknown,S,0,0,0
471,471,471,472,0,3,"Andersson, Mr. Anders Johan",male,39.0,1,5,347082,31.275,Unknown,S,6,1,0
472,472,472,473,0,3,"Andersson, Miss. Ellis Anna Maria",female,2.0,4,2,347082,31.275,Unknown,S,6,1,0
473,473,473,474,0,3,"Andersson, Miss. Ingeborg Constanzia",female,9.0,4,2,347082,31.275,Unknown,S,6,1,0
474,474,474,475,0,3,"Andersson, Miss. Sigrid Elisabeth",female,11.0,4,2,347082,31.275,Unknown,S,6,1,0
475,475,475,476,0,3,"Andersson, Mrs. Anders Johan (Alfrida Konstantia Brogren)",female,39.0,1,5,347082,31.275,Unknown,S,6,1,0
476,476,476,477,0,3,"Andersson, Miss. Ebba Iris Alfrida",female,6.0,4,2,347082,31.275,Unknown,S,6,1,0
477,477,477,478,0,3,"Andersson, Master. Sigvard Harald Elias",male,4.0,4,2,347082,31.275,Unknown,S,6,1,0
478,478,478,479,1,3,"Persson, Mr. Ernst Ulrik",male,25.0,1,0,347083,7.775,Unknown,S,1,0,0
479,479,479,480,1,3,"Ohman, Miss. Velin",female,22.0,0,0,347085,7.775,Unknown,S,0,0,0
480,480,480,481,0,3,"Pettersson, Miss. Ellen Natalia",female,18.0,0,0,347087,7.775,Unknown,S,0,1,0
481,481,481,482,0,3,"Skoog, Master. Harald",male,4.0,3,2,347088,27.9,Unknown,S,5,1,1
482,482,482,483,0,3,"Skoog, Mrs. William (Anna Bernhardina Karlsson)",female,45.0,1,4,347088,27.9,Unknown,S,5,1,0
483,483,483,484,0,3,"Skoog, Mr. Wilhelm",male,40.0,1,4,347088,27.9,Unknown,S,5,1,1
484,484,484,485,0,3,"Skoog, Miss. Mabel",female,9.0,3,2,347088,27.9,Unknown,S,5,1,1
485,485,485,486,0,3,"Skoog, Miss. Margit Elizabeth",female,2.0,3,2,347088,27.9,Unknown,S,5,1,1
486,486,486,487,0,3,"Skoog, Master. Karl Thorsten",male,10.0,3,2,347088,27.9,Unknown,S,5,1,1
487,487,487,488,1,3,"Hedman, Mr. Oskar Arvid",male,27.0,0,0,347089,6.975,Unknown,S,0,0,0
488,488,488,489,0,3,"Olsson, Mr. Nils Johan Goransson",male,28.0,0,0,347464,7.8542,Unknown,S,0,1,0
489,489,489,490,0,3,"Andreasson, Mr. Paul Edvin",male,20.0,0,0,347466,7.8542,Unknown,S,0,1,0
490,490,490,491,0,3,"Augustsson, Mr. Albert",male,23.0,0,0,347468,7.8542,Unknown,S,0,1,0
491,491,491,492,1,3,"Nilsson, Miss. Helmina Josefina",female,26.0,0,0,347470,7.8542,Unknown,S,0,0,0
492,492,492,493,1,3,"Johnson, Mrs. Oscar W (Elisabeth Vilhelmina Berg)",female,27.0,0,2,347742,11.1333,Unknown,S,2,0,1
493,493,493,494,1,3,"Johnson, Miss. Eleanor Ileen",female,1.0,1,1,347742,11.1333,Unknown,S,2,0,1
494,494,494,495,1,3,"Johnson, Master. Harold Theodor",male,4.0,1,1,347742,11.1333,Unknown,S,2,0,1
495,495,495,496,0,3,"Lundahl, Mr. Johan Svensson",male,51.0,0,0,347743,7.0542,Unknown,S,0,1,0
496,496,496,497,0,3,"Humblen, Mr. Adolf Mathias Nicolai Olsen",male,42.0,0,0,348121,7.65,F G63,S,0,1,0
497,497,497,498,0,3,"Moen, Mr. Sigurd Hansen",male,25.0,0,0,348123,7.65,F G73,S,0,1,0
498,498,498,499,0,3,"Soholt, Mr. Peter Andreas Lauritz Andersen",male,19.0,0,0,348124,7.65,F G73,S,0,1,0
499,499,499,500,0,3,"Ivanoff, Mr. Kanio",male,29.69911764705882,0,0,349201,7.8958,Unknown,S,0,1,1
500,500,500,501,0,3,"Dantcheff, Mr. Ristiu",male,25.0,0,0,349203,7.8958,Unknown,S,0,1,0
